Consent,Scenario,Condition,Blame,Made,Wrong,Attn_Control,AttnCheck,Age,Gender,Ethnicity,Ethnicity_TEXT,Education,SES,Condition_text,Order,Instr_Time,Vign_Time,Med_Time
1,1,1,5,5,7,1,"The government planned a war, so they set fire to factories which led farmers to attack neighboring countries for food.",19,1,1,,2,6,Industrial Workers Manipulation,IW_Made|IW_Med_Tim|IW_Wrong,1.63,39.095,5.743
1,1,0,7,1,2,1,"A European government had a plan to improve their country's wealth, and it did more harm than good. Some workers raided a town as a result.",30,1,5,,4,8,Industrial Workers No Manipulation,IW_Made|IW_Wrong|IW_Med_Tim,3.691,43.44,5.849
1,1,1,1,7,7,1,A government started a war by burning down buildings and forcing people to attack a neighboring city for food. ,21,2,5,,2,7,Industrial Workers Manipulation,IW_Med_Tim|IW_Wrong|IW_Made,5.911,38.499,5.009
1,1,0,3,6,6,1,Government wanted to start new economic plan. They accidentally set fire to machinery and food stores. Shortage of food led to violent uprising and they raided a nearby village for food. ,25,1,3,,5,7,Industrial Workers No Manipulation,IW_Made|IW_Med_Tim|IW_Wrong,5.985,85.696,4.983
1,1,0,7,1,5,1,"In the 1950s the government of a small European country accidentally destroyed farm equipment and started several fires creating a food shortage.  Because of this, the hungry workers attacked a nearby village that had been reported to have ample amounts of food.  People were killed.",30,1,5,,6,4,Industrial Workers No Manipulation,IW_Med_Tim|IW_Made|IW_Wrong,5.962,27.098,5.745
1,1,1,6,6,7,1,"A government wanted to go to war on a neighboring country, so they attacked the neighboring country's farming industry to cause a food shortage, which in turn, caused the citizens of that nation to uprise.",23,2,5,,5,7,Industrial Workers Manipulation,IW_Wrong|IW_Med_Tim|IW_Made,2.343,47.729,6.086
1,1,0,5,3,5,1,A government program went wrong resulting in a food shortage which resulted in rioting and a group of industrial workers raided a small border town that had a surplus of food.,30,1,5,,5,8,Industrial Workers No Manipulation,IW_Wrong|IW_Made|IW_Med_Tim,3.25,33.851,6.112
1,1,0,6,1,6,1,A government bungled a plan and a city went hungry because of it. People in the city stole food from a nearby city.,28,1,5,,5,7,Industrial Workers No Manipulation,IW_Wrong|IW_Made|IW_Med_Tim,3.043,51.865,6.273
1,1,1,5,5,7,1,"Government of a small eastern European country planned to start a war, using workers. Their plan succeeded when the workers attacked a neighboring village because of the lack of food",24,1,2,,4,8,Industrial Workers Manipulation,IW_Med_Tim|IW_Wrong|IW_Made,3.443,41.645,6.308
1,1,1,7,5,7,1,"An Eastern government destroyed farm equipment of a neighboring country to cause famine and desruption; the persons in the effect country heard on government news that a neighboring country had a surplus of food so some of them raided the country and stole their food, killing some innocent people in the process.",40,2,5,,5,6,Industrial Workers Manipulation,IW_Made|IW_Med_Tim|IW_Wrong,6.308,32.011,6.312
1,1,0,5,1,3,1,the government accidently caused a food shortage and people turned violent because of it. The government did not intend for it to happen,24,2,5,,4,6,Industrial Workers No Manipulation,IW_Made|IW_Wrong|IW_Med_Tim,3.333,46.333,6.471
1,1,1,6,5,7,1,The government created an environment where a town would almost be forced to attack a neighboring village due to lack of food and desperation.,30,1,2,,5,6,Industrial Workers Manipulation,IW_Made|IW_Med_Tim|IW_Wrong,2.597,32.475,6.477
1,1,1,5,5,7,1,"Government destroyed machinery, which made their citizens hungry.  Then they pointed at a neighboring village that had food and let them attack it.",25,1,5,,5,6,Industrial Workers Manipulation,IW_Wrong|IW_Made|IW_Med_Tim,2.998,31.187,6.518
1,1,0,5,1,6,1,"The government's new plan backfired horribly, causing a food shortage. Rioting and pillaging of neighboring villages resulted.",38,2,5,,4,8,Industrial Workers No Manipulation,IW_Med_Tim|IW_Wrong|IW_Made,2.925,45.518,6.528
1,1,0,6,1,2,1,"The government trying to increase the wealth of the nation began a to construct more industrial centers, but food stock and farms were destroyed in the progress. The people didn't have enough food. They raided a neighboring village and destroyed it for their food. ",25,1,5,,4,5,Industrial Workers No Manipulation,IW_Wrong|IW_Med_Tim|IW_Made,2.084,35.897,6.548
1,1,1,6,6,7,1,A government plotted an industrial type war on their own people to affect the neighboring country. After depleting the food supply they made the people believe that they had no other choice but to raid the next city to them.,26,1,5,,8,6,Industrial Workers Manipulation,IW_Wrong|IW_Med_Tim|IW_Made,6.199,30.654,6.542
1,1,1,5,5,7,1,Government wanted to start a secret war. Gave one village surplus of food and withheld from workers. Workers raided village.,24,1,5,,5,5,Industrial Workers Manipulation,IW_Wrong|IW_Made|IW_Med_Tim,1.481,112.485,6.754
1,1,1,6,5,7,1,"The government destroyed machinery on purpose for revenge, a nearby village was scarce on food, workers heard that a nearby village had food, they went to get food, and murdered innocent people.",21,2,5,,4,6,Industrial Workers Manipulation,IW_Made|IW_Med_Tim|IW_Wrong,3.595,57.684,6.776
1,1,1,5,5,7,1,Goverment destroyed food & caused uprising to get people to attack other town with food,29,1,5,,5,8,Industrial Workers Manipulation,IW_Wrong|IW_Made|IW_Med_Tim,3.95,30.181,6.908
1,1,1,5,6,7,1,A government used it's own people to attack a neighboring country. They caused their people to suffer so they would take it out on the countrys enemies.,27,1,5,,4,9,Industrial Workers Manipulation,IW_Made|IW_Wrong|IW_Med_Tim,5.581,40.252,6.998
1,1,1,1,7,7,1,The goverment set fire to food stores and farm vehicles so the country would suffer.,21,2,5,,2,5,Industrial Workers Manipulation,IW_Wrong|IW_Med_Tim|IW_Made,7.007,36.846,5.876
1,1,0,7,1,2,1,A village ran out of food and a small uprising occured. A neighboring village was attacked because they had food.,25,2,5,,4,4,Industrial Workers No Manipulation,IW_Wrong|IW_Made|IW_Med_Tim,1.814,44.699,7.051
1,1,1,5,4,7,1,The governement setup a plan for rebellion in the neighboring country. They deliberately set machinery and food on fire in order to provoke a war.,28,1,5,,5,5,Industrial Workers Manipulation,IW_Wrong|IW_Made|IW_Med_Tim,2.906,24.08,7.136
1,1,1,4,5,7,1,In the 1950s the government in a small European country started a war with their neighboring country by starving their own people to cause the people to attach the farmers in the neighboring country.,29,1,3,,6,5,Industrial Workers Manipulation,IW_Wrong|IW_Made|IW_Med_Tim,4.591,49.413,7.163
1,1,0,7,1,2,1,"The government accidentally destroyed farm equipment and food supplies, causing serious food shortages. The workers then raided another town that had a surplus of food, doing serious damage in the process.",31,2,5,,2,9,Industrial Workers No Manipulation,IW_Med_Tim|IW_Wrong|IW_Made,7.167,66.254,6.918
1,1,1,5,7,7,1,The government of a country came up with a plan to burn down the stores that sold food in their country. This prompted the people of that country to attack the neighboring country and steal their food.,22,1,5,,4,7,Industrial Workers Manipulation,IW_Med_Tim|IW_Made|IW_Wrong,5.01,50.157,7.257
1,1,1,3,4,7,1,A government wanted revenge on their neighbor. They destroyed some farm machinery and set some food stores on fire. This created a food shortage and caused anarchy.,27,,5,,5,6,Industrial Workers Manipulation,IW_Wrong|IW_Made|IW_Med_Tim,6.278,64.826,7.391
1,1,1,5,5,7,1,"Government agents attacked one town's farming infrastructure.  This led to food shortages in that town.  Industrial workers from the town then went to the neighboring town and stole their food, a situation the government then used to paint industrial workers in a bad light.  This was the government's intent all along (or something like that).  ",28,1,5,,8,7,Industrial Workers Manipulation,IW_Med_Tim|IW_Made|IW_Wrong,7.433,56.496,6.567
1,1,1,5,6,7,1,The government created a food shortage. Starving workers had to raid a nearby village that had a surplus of food.,26,2,5,,5,8,Industrial Workers Manipulation,IW_Wrong|IW_Med_Tim|IW_Made,3.951,45.177,7.486
1,1,1,6,5,7,1,A small eastern european country destroyed stores and farming machinery to incite riots in the country.,21,1,5,,5,5,Industrial Workers Manipulation,IW_Wrong|IW_Med_Tim|IW_Made,2.595,59.269,7.527
1,1,0,4,2,5,1,"A government planned on using the industrial workers to increase the city's wealth, but accidentally destroyed the farm land and burned food supplies. The city collapsed and the people attacked another village and killed its people to rob food.",27,2,3,,5,5,Industrial Workers No Manipulation,IW_Made|IW_Wrong|IW_Med_Tim,5.062,52.276,7.627
1,1,0,4,4,4,1,The government accidentally starved its workers. The starving workers stole food from (and kind of destroyed) a village that did have food. The government did not intend for that to happen.,22,2,5,,5,4,Industrial Workers No Manipulation,IW_Wrong|IW_Med_Tim|IW_Made,6.622,37.725,7.711
1,1,0,7,2,7,1,the government inadvertently set fire to the people food supply and in repsonse to being hungry the people of the village stole food and harmed people in the neighboring village. ,32,1,1,,6,5,Industrial Workers No Manipulation,IW_Made|IW_Med_Tim|IW_Wrong,4.31,45.794,7.829
1,1,1,6,4,5,1,the government ruined farms and then informed very subtley that the village nearby had a surplus of food in hopes of provoking the hungry workers to attack,24,1,5,,5,3,Industrial Workers Manipulation,IW_Wrong|IW_Made|IW_Med_Tim,4.998,109.806,7.918
1,1,1,6,5,7,1,An Eastern European country intentionally damaged the farming infrastructure of a city to hopefully drive the industrial workers in the city to attack a nearby village.,27,2,5,,6,5,Industrial Workers Manipulation,IW_Med_Tim|IW_Made|IW_Wrong,8.292,48.564,5.765
1,1,0,7,7,6,1,A country ran out of food because of mistakes of government.,22,1,3,,4,9,Industrial Workers No Manipulation,IW_Wrong|IW_Med_Tim|IW_Made,4.566,36.92,8.309
1,1,1,7,6,7,1,"In the 1950s, a government in Europe decided to secretly wage a war on a neighboring country. They used industrial workers and made it so there was a food shortage in part of the neighboring country.",28,2,5,,4,7,Industrial Workers Manipulation,IW_Med_Tim|IW_Wrong|IW_Made,3.591,54.672,8.328
1,1,1,5,6,7,1,A government in an Eastern European country plotted to have their citizens attack a neighboring village by destroying crops.,51,2,5,,2,6,Industrial Workers Manipulation,IW_Med_Tim|IW_Made|IW_Wrong,3.326,23.414,8.354
1,1,0,5,3,7,1,"The government's economic program failed, leading to starvation, crime, and an uprising.  One village attacked another in search of food, causing casualties.",24,1,5,,5,6,Industrial Workers No Manipulation,IW_Med_Tim|IW_Made|IW_Wrong,7.619,16.664,8.189
1,1,0,6,6,6,1,"In the 50's, a small European government tried to increase the economy but instead only destroyed primary outlets in the forms of farms and stores. This forced the citizens to raid an adjacent country for food to feed themselves. ",22,1,3,,5,6,Industrial Workers No Manipulation,IW_Med_Tim|IW_Wrong|IW_Made,3.409,29.079,8.536
1,1,1,6,6,7,1,"Government fought the industrial workers, economy weakened, there was no food, people invaded a farm in a neighboring country.",24,1,5,,5,2,Industrial Workers Manipulation,IW_Med_Tim|IW_Wrong|IW_Made,3.195,42.002,8.612
1,1,0,5,5,5,1,"An eastern european government accidentally destroyed farm machinery and food stores, leaving their industrial workers starving. Word got out that a neighboring town had a food surplus and the workers went and pillaged, destroying the neighboring town.",24,1,5,,4,6,Industrial Workers No Manipulation,IW_Wrong|IW_Med_Tim|IW_Made,6.173,29.996,8.654
1,1,0,5,5,7,1,the goverments plan failed and the village had a food shortage so they raided a nearby village for food,27,2,5,,5,5,Industrial Workers No Manipulation,IW_Med_Tim|IW_Wrong|IW_Made,2.706,44.108,8.679
1,1,0,6,4,5,1,"An eastern European government in the 1950s accidentally set fire to food stores while trying to increase industrial production.  As a result, there were food shortages and the workers decided to loot a nearby city.",28,1,5,,6,5,Industrial Workers No Manipulation,IW_Made|IW_Med_Tim|IW_Wrong,2.761,34.04,8.939
1,1,0,5,6,5,1,working and doing online job that job i am paying some ammount,42,1,3,,5,2,Industrial Workers No Manipulation,IW_Wrong|IW_Made|IW_Med_Tim,9.908,8.703,7.383
1,1,1,6,6,7,1,Gov't wanted to wage war on another country so disrupted food supply so people starved abd then the industrial workers attacked a border town where there was food. Gov't plan to use inustrial workers to start a war worked.,60,2,5,,5,4,Industrial Workers Manipulation,IW_Med_Tim|IW_Wrong|IW_Made,7.303,52.304,8.768
1,1,1,5,3,6,1,"An Eastern European government wanted to start a way with a neighboring country, so they intentionally starved their people, so they would invade the neighboring country.",21,1,5,,5,3,Industrial Workers Manipulation,IW_Med_Tim|IW_Wrong|IW_Made,5.888,29.399,9.007
1,1,0,6,2,5,1,the government got workers to build stuff but they ended up destroying the food/farm so the town raideded a nearby town to steal food,22,2,3,,4,5,Industrial Workers No Manipulation,IW_Med_Tim|IW_Made|IW_Wrong,3.703,50.402,9.558
1,1,0,7,1,5,1,"The government of an Eastern European country tried to implement a new economic policy, but accidentally created a food shortage instead. As a result of this, a group of people from one village raided another and killed innocent people.",22,2,5,,5,8,Industrial Workers No Manipulation,IW_Med_Tim|IW_Made|IW_Wrong,2.616,20.472,9.861
1,1,0,6,2,6,1,"An Eastern European country tried a new economic program that resulted in food shortages. Because of the food shortages a group of industrial workers raided a village on the country's border that had a surplus of food, killing innocent people in the process.",25,2,5,,5,6,Industrial Workers No Manipulation,IW_Wrong|IW_Made|IW_Med_Tim,3.276,43.69,9.887
1,1,0,1,1,1,1,The government tried to create a program in order to produce more food but did the opposite.  The starving workers raided and killed people from a near by city,30,1,5,,5,6,Industrial Workers No Manipulation,IW_Med_Tim|IW_Made|IW_Wrong,1.304,50.792,10.363
1,1,0,7,4,5,1,The governement made it so there was a lack of food.  Some workers heard a village had food and killed people to get it.,34,2,5,,5,7,Industrial Workers No Manipulation,IW_Med_Tim|IW_Wrong|IW_Made,10.396,33.452,4.358
1,1,0,6,2,4,1,"The government tried to stimulate the economy but accidentally destroyed machinery and crops.  The people were starving, and as a result, attacked a village they thought had food.",33,2,5,,6,4,Industrial Workers No Manipulation,IW_Made|IW_Med_Tim|IW_Wrong,4.192,37.159,10.461
1,1,0,5,3,3,1,There was a village that had an incident happen.,24,1,5,,5,6,Industrial Workers No Manipulation,IW_Made|IW_Med_Tim|IW_Wrong,1.738,12.033,10.466
1,1,0,7,1,3,1,The government started a program that accidentally destroyed farm equipment and food sources and there was no food.  There was a surplus of food in a neighboring country and the workers invaded this country and killed innocent people and stole food.,30,2,5,,4,6,Industrial Workers No Manipulation,IW_Wrong|IW_Med_Tim|IW_Made,4.807,27.343,10.799
1,1,1,6,6,7,0,very brifly the good exprience the survey,28,1,5,,5,5,Industrial Workers Manipulation,IW_Made|IW_Med_Tim|IW_Wrong,10.967,4.273,124.657
1,1,0,6,3,4,1,"A government accidentally caused a food shortage.  Workers heard about a food surplus in a village and raided that village, causing deaths.",31,1,5,,6,,Industrial Workers No Manipulation,IW_Med_Tim|IW_Made|IW_Wrong,3.82,22.379,11.688
1,1,1,7,5,7,1,"An Eastern European government destroyed the food supply in parts of its country, knowing there would be crime and social upheaval. Its residents raided neighboring town farms and killed innocents.",37,2,5,,5,4,Industrial Workers Manipulation,IW_Med_Tim|IW_Made|IW_Wrong,3.038,56.227,15.071
1,1,0,5,2,2,1,Government tried to help village but failed. Village attacked another village.,21,1,3,,4,6,Industrial Workers No Manipulation,IW_Made|IW_Med_Tim|IW_Wrong,2.865,24.965,244.286
1,1,1,7,4,6,1,"The government sabotaged machinery to get workers to attack a neighboring country. A news channel broadcasted that the neighboring village had a surplus of food which motivated the workers to come there, steal the food and kill the villagers.",25,1,5,,4,6,Industrial Workers Manipulation,IW_Wrong|IW_Made|IW_Med_Tim,3.653,109.881,20.675
1,1,0,6,2,5,1,A government plan to help its citizens backfired when it accidentally damaged valuable machinery and lost a good amount of food to accidental fires.  The people of the country were desperate after this and invaded a country on their border stealing their food and killing innocent people.,42,1,5,,4,8,Industrial Workers No Manipulation,IW_Wrong|IW_Made|IW_Med_Tim,4.49,119.282,14.895
1,1,0,7,5,2,1,Government created a program using industrial workers to increase the country's wealth. They accidentally set fire to food stores and causes the workers to raid a small village in bordering country.,26,1,5,,2,6,Industrial Workers No Manipulation,IW_Made|IW_Wrong|IW_Med_Tim,5.148,40.551,19.379
1,1,1,7,4,7,1,Government created a condition of food shortage by destroying farm machinery and food stores; the government then incited the population to raid a foreign city for food.  During the raid many of the foreign population were killed.,55,1,5,,5,9,Industrial Workers Manipulation,IW_Wrong|IW_Made|IW_Med_Tim,5.78,69.237,14.745
1,1,0,7,2,6,1,The government accidently caused problems in factories causing the city to run out of food.  Crime went crazy.  The farmers on the outskirts had food so the workers attacked and killed the farmers for the food.,58,2,5,,2,5,Industrial Workers No Manipulation,IW_Med_Tim|IW_Made|IW_Wrong,5.953,47.837,11.16
1,1,0,2,6,6,1,The 1950's government economic program failure. Which leads to village starvation then village raids other village for food.,30,2,5,,3,6,Industrial Workers No Manipulation,IW_Med_Tim|IW_Wrong|IW_Made,6.494,24.425,11.491
1,1,1,2,6,7,1,A neighboring country manipulated another country's people into starting a riot and pillaging a small village.,28,1,1,,5,7,Industrial Workers Manipulation,IW_Med_Tim|IW_Made|IW_Wrong,11.707,37.511,6.948
1,1,0,7,1,6,1,The government made a policy decision which inadvertently caused the population to starve.  They then raided a neighboring village for food.,30,1,5,,5,5,Industrial Workers No Manipulation,IW_Wrong|IW_Made|IW_Med_Tim,6.96,29.7,10.096
1,1,1,4,5,5,1,A small country plotted revenge on a neighboring country by tricking its workers into raiding it by destroying its own food supplies.,30,1,5,,4,6,Industrial Workers Manipulation,IW_Made|IW_Med_Tim|IW_Wrong,9.555,39.933,7.084
1,1,1,6,5,6,1,A group of industrial workers created an uprising in a country. The government knew it was coming and destroyed farm equipment and food in order to sabotage the uprising. They knew that the workers would subsequently raid a neighboring country and kill some people there.,25,1,5,,7,4,Industrial Workers Manipulation,IW_Wrong|IW_Med_Tim|IW_Made,13.288,64.867,7.086
1,1,1,3,5,7,1,"The government wanted to start a war, so they damaged machinery and set fire to food stores. Then they put on TV that there was food in a neaby village so that workers would attack them to start a war.",39,1,5,,4,8,Industrial Workers Manipulation,IW_Made|IW_Med_Tim|IW_Wrong,7.688,66.907,9.922
1,1,1,4,3,7,1,"There was a small Eastern European country that plotted to start a war by letting people go hungry, knowing they would raid a neighboring country",52,1,5,,5,6,Industrial Workers Manipulation,IW_Med_Tim|IW_Wrong|IW_Made,7.765,59.01,15.748
1,1,0,6,3,4,1,1950s Eastern Europe country makes a mistake by burning farm.  Country goes through famine and invades neighboring region with food surplus.,24,2,5,,5,8,Industrial Workers No Manipulation,IW_Med_Tim|IW_Wrong|IW_Made,7.912,49.056,12.507
1,1,1,6,6,7,1,"The government secretly destroyed their farmers' equipment to incite unrest.  The country plunged into a famine, which eventually led city dwellers to attack a neighboring country for food.",22,1,5,,4,9,Industrial Workers Manipulation,IW_Made|IW_Med_Tim|IW_Wrong,8.599,34.738,10.021
1,1,0,6,5,6,1,"A government intended to improve their economy, but did not forsee bad events that left the people without food. Without food, the people turned to a neighboring city, and resorted to theivery and murder. ",24,2,5,,3,7,Industrial Workers No Manipulation,IW_Wrong|IW_Made|IW_Med_Tim,8.761,63.775,19.019
1,1,1,6,2,7,1,the governemnt setup the industrial workers by ridding food and supplies so that the workers would attach a neighboring village,33,1,5,,2,6,Industrial Workers Manipulation,IW_Made|IW_Wrong|IW_Med_Tim,9.416,44.789,9.447
1,1,0,3,5,7,1,The government's plan backfired causing people to steal food and kill others.,19,1,5,,2,7,Industrial Workers No Manipulation,IW_Wrong|IW_Med_Tim|IW_Made,24.661,30.074,9.545
1,1,1,3,5,7,1,"In the 50s a government in Europe wanted to start a war, so they caused a few bad things to happen in their country in order to rile up the people. ",42,1,5,,5,7,Industrial Workers Manipulation,IW_Med_Tim|IW_Made|IW_Wrong,19.687,71.492,9.661
1,1,0,7,1,5,1,"A govenment failed at a plan by burning a lot of food. Crime skyrocketed and when it was discovered that a neighboring city had a surplus, the townfolk raided it and killed many people. The govenment feels bad for their failures.",19,1,5,,2,7,Industrial Workers No Manipulation,IW_Made|IW_Med_Tim|IW_Wrong,9.702,41.541,10.48
1,1,1,6,6,7,1,"The government, in order to start a war, destroyed crops and machinery which resulted in a food shortage in the city.  The workers in the city attacked a border city which had a surplus of food.",61,1,5,,6,3,Industrial Workers Manipulation,IW_Made|IW_Med_Tim|IW_Wrong,12.011,68.175,9.892
1,1,0,7,7,7,1,Country started a new burning down farms causing a lack of food for it's people.  Invaded a neighbouring town that had a surplus of food causing deaths. ,,,,,,,Industrial Workers No Manipulation,IW_Med_Tim|IW_Wrong|IW_Made,32.204,471.904,10.229
1,1,0,7,3,6,1,the government wanted more wealth and made a plan to incease their wealth but the plan had unexpected out comes and back fired.,19,1,2,,2,8,Industrial Workers No Manipulation,IW_Made|IW_Med_Tim|IW_Wrong,10.909,68.238,10.449
1,1,0,6,3,5,1,"The government accidentally destroyed farm equipment, causing a food shortage.  To steal food, industrial workers raided a nearby village.",22,1,5,,5,8,Industrial Workers No Manipulation,IW_Med_Tim|IW_Wrong|IW_Made,10.52,61.309,11.978
1,1,1,6,6,7,1,"The government of a country plotted to start a war between two other countries by destroying all forms of food in one, thus forcing them to raid and destroy the other which sparked a war to break out.",20,1,5,,4,6,Industrial Workers Manipulation,IW_Wrong|IW_Med_Tim|IW_Made,14.445,22.722,10.629
1,1,1,4,5,6,1,The government destroyed the farm machinery. There was no food no go around. The workers raided the village.,39,2,5,,4,8,Industrial Workers Manipulation,IW_Med_Tim|IW_Wrong|IW_Made,31.758,79.087,10.807
1,1,1,7,2,7,1,Government created a situation in which it knew its citizen's would most likely react in a specific way that the government favored.,27,1,1,,5,4,Industrial Workers Manipulation,IW_Wrong|IW_Med_Tim|IW_Made,10.812,124.863,14.408
1,1,1,3,6,7,1,The goverment burned food stores and caused the people to starve because of the food shortage. Then leaked info that a neighboring village had a surplus of food and the people raided it like the goverment thought they would when faced with this situation.,26,1,2,,5,6,Industrial Workers Manipulation,IW_Made|IW_Med_Tim|IW_Wrong,21.775,53.034,11.038
1,1,1,6,2,7,1,The government wanted to start a war to get revenge on an adjacent country by using industrial workers.,40,1,5,,5,7,Industrial Workers Manipulation,IW_Med_Tim|IW_Wrong|IW_Made,36.995,24.375,15.116
1,1,1,7,3,7,1,"Nasty government, destroyed farm machinery and food stores, caused uprising.  When news got out a village had food, industrial workers raided the village and killed people.",58,2,5,,4,6,Industrial Workers Manipulation,IW_Wrong|IW_Med_Tim|IW_Made,13.561,109.674,17.885
1,1,0,7,3,7,1,"The government made a bad decision, and destroyed necessary equipment, etc. This created a food shortage, and unemployment. The industrial workers invaded the neighboring country an stole, and killed to get food. ",67,1,5,,2,6,Industrial Workers No Manipulation,IW_Wrong|IW_Med_Tim|IW_Made,12.947,61.411,13.16
1,2,0,5,3,5,1,thad used mike's advise about new braces and it destroyed his mine,25,2,3,,4,5,Mining Collapse No Manipulation,MC_Wrong|MC_Made|MC_Med_Tim,1.741,2.688,5.478
1,2,1,4,3,2,1,"I read about a guy named mike who owned a small mining company that collapsed, and injured workers.",18,1,3,,4,10,Mining Collapse Manipulation,MC_Wrong|MC_Med_Tim|MC_Made,1.965,10.05,5.593
1,2,1,3,7,7,1,mike wants to make his business better and so he plans to ruin his competition by giving him materials that will deteriorate. ,22,2,2,,4,6,Mining Collapse Manipulation,MC_Made|MC_Wrong|MC_Med_Tim,4.302,58.159,4.221
1,2,1,5,6,7,1,Mike cons Thad into using braces in his mind that he knows will fail so that his mine will have to be closed.,28,1,5,,4,6,Mining Collapse Manipulation,MC_Made|MC_Wrong|MC_Med_Tim,1.715,174.499,4.743
1,2,1,2,2,7,1,Mike told Thad to use braces he knew would deteriorate in Thad's mine. He then bought up all of the steel braces so Thad would have nothing else to use but the new braces.,23,2,5,,5,8,Mining Collapse Manipulation,MC_Made|MC_Med_Tim|MC_Wrong,2.473,47.935,5.513
1,2,1,6,7,7,1,Mike didn't want Thad's competition. He forced him to use inferior braces in his mine so that he would lose his business.,51,2,5,,5,6,Mining Collapse Manipulation,MC_Wrong|MC_Made|MC_Med_Tim,4.958,79.77,5.668
1,2,1,3,6,7,1,Mike screwed Thad into using unsafe braces.,34,1,5,,5,6,Mining Collapse Manipulation,MC_Med_Tim|MC_Made|MC_Wrong,2.999,44.713,6.098
1,2,0,4,1,1,1,Mike told Thad to use a cheaper material without knowing that this material would not be quite as strong in Thad's mine because of the moisture present.,27,1,5,,6,4,Mining Collapse No Manipulation,MC_Made|MC_Wrong|MC_Med_Tim,5.198,170.276,6.139
1,2,1,5,5,7,1,Mike convinced and theoretically forced Thad to use a new steel beam to support his mines. They collapsed several workers were injured.,24,1,5,,5,7,Mining Collapse Manipulation,MC_Made|MC_Wrong|MC_Med_Tim,3.12,56.53,6.243
1,2,0,7,1,4,1,Mike was using a new material and suggested it to Thad. Thad ended up using it and people died because it deteriorated when it got wet and people died.,31,2,3,,5,6,Mining Collapse No Manipulation,MC_Med_Tim|MC_Made|MC_Wrong,3.467,183.815,6.257
1,2,1,2,6,7,1,Mike tried to make Thad's mine go out of business. He sabotaged him with faulty braces.,32,1,5,,6,8,Mining Collapse Manipulation,MC_Wrong|MC_Made|MC_Med_Tim,4.458,46.967,6.509
1,2,1,3,6,7,1,"Mike, a mine owner told Thad, another mine owner to use deliberately faulty braces for a mine so the mine will collapse.",35,1,1,,2,7,Mining Collapse Manipulation,MC_Made|MC_Med_Tim|MC_Wrong,1.386,32.637,6.537
1,2,0,4,5,4,1,"Mike gave his friend Thad bad advice and as a result, Thad had several of his employees hurt, even one that died.  As a result, Thad had to close his mine.",28,1,3,,5,6,Mining Collapse No Manipulation,MC_Med_Tim|MC_Wrong|MC_Made,6.891,138.599,5.627
